id,question,hop_count,reasoning_path,variant_type
382,"Nguyễn Duy Ngọc là tiền nhiệm của ai trong chức vụ Thứ trưởng Bộ Công an, và người đó có cấp bậc gì?
A) Lê Ngọc Tuấn - Thượng Uý
B) Bùi Văn Thắng - Thượng úy
C) Võ Hồng Phúc - Đại tá
D) Lê Quốc Hùng - Thượng tướng",2,"[""pol11441242"", ""PRECEDED"", ""pol15256601"", ""HAS_RANK"", ""mil3156606_001""]",Normal
383,"Phạm Gia Khiêm kế nhiệm ai trong chức vụ Bộ trưởng Bộ Ngoại giao Việt Nam, và người đó sinh ở đâu?
A) Nguyễn Dy Niên - Thanh Hóa
B) Phạm Dũng - Lâm Đồng
C) Nguyễn Văn Sơn - Hà Giang
D) Huỳnh Thanh Cảnh - Hưng Yên",2,"[""pol55714"", ""SUCCEEDED"", ""pol109577"", ""BORN_AT"", ""loc436788_001""]",Normal
384,"Trương Văn Sáu là tiền nhiệm của ai trong chức vụ Phó chủ tịch Ủy ban Nhân dân tỉnh Vĩnh Long, người đó là tiền nhiệm của ai trong chức vụ Phó Bí thư Tỉnh ủy, và người cuối cùng giữ chức vụ Chủ tịch Ủy ban nhân dân tỉnh trong giai đoạn nào?
A) Nguyễn Văn Tư, (Nguyễn Văn Huấn) - Lê Thị Nga - từ 2024 đến 2029
B) Nguyễn Văn Quang - Nguyễn Văn Quang - từ 2016 đến 2021
C) Nguyễn Long Hải - Võ Văn Kim, (Vũ Trọng Kim) - từ 2017 đến 2022
D) Trần Vĩnh Tuyến - Nguyễn Mạnh Hiển - từ 2014 đến 2019",3,"[""pol1464837"", ""PRECEDED"", ""pol3711741"", ""PRECEDED"", ""pol3710613"", ""TERM_DURATION"", ""DURATION_từ 2016 đến 2021""]",Normal
385,"Phạm Minh Chính kế nhiệm ai trong chức vụ Bí thư Tỉnh ủy Quảng Ninh, và người đó giữ chức vụ Phó Thủ tướng Chính phủ Việt Nam, Phụ trách Văn hóa, Xã hội, Giáo dục, Y tế, Khoa học trong giai đoạn nào?
A) Vũ Đức Đam - từ 2013-11-13 đến 2023-01-05
B) Vũ Quang - từ 2019 đến 2029
C) Lê Duẩn - từ 2004 đến 2014
D) Nguyễn Bạch Đằng - từ 2019 đến 2029",2,"[""pol436788"", ""SUCCEEDED"", ""pol475335"", ""TERM_DURATION"", ""DURATION_từ 2013-11-13 đến 2023-01-05""]",Normal
386,"Hoàng Văn Thái là tiền nhiệm của ai trong chức vụ Tư lệnh Quân Giải phóng miền Nam Việt Nam, và người đó giữ chức vụ Tư lệnh Quân khu 7 trong giai đoạn nào?
A) Lê Quang Đạo - từ 1974 đến 1977
B) Trần Văn Trà, Tư Chi, Tư Nguyễn, Ba Trà - từ 1975 đến 1978
C) Nguyễn Đức Nhanh - từ 1977 đến 1980
D) Đặng Thị Ngọc Thịnh - từ 1971 đến 1974",2,"[""pol8349"", ""PRECEDED"", ""pol13024"", ""TERM_DURATION"", ""DURATION_từ 1975 đến 1978""]",Normal
387,"Nguyễn Thanh Nghị kế nhiệm ai trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, người đó là tiền nhiệm của ai trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, và người cuối cùng giữ chức vụ Bí thư Tỉnh ủy Bến Tre trong giai đoạn nào?
A) Tô Văn Huệ - Nguyễn Quốc Diệp - từ 2013 đến 2015
B) Đặng Huỳnh Mai - Nguyễn Ngọc Đông - từ 2028 đến 2030
C) Nguyễn Thị Tuyến - Đặng Vũ Minh - từ 2010 đến 2012
D) Trần Lưu Quang - Phan Văn Mãi - từ 2019-07-12 đến 2021-07-03",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""PRECEDED"", ""pol3340042"", ""TERM_DURATION"", ""DURATION_từ 2019-07-12 đến 2021-07-03""]",Normal
388,"Trần Văn Vệ là tiền nhiệm của ai trong chức vụ Chánh Văn phòng Cơ quan Cảnh sát điều tra Bộ Công an, và người đó nhận giải thưởng gì?
A) Nguyễn Phú Trọng - Huân chương Mặt trời mọc (Nhật Bản)
B) Huỳnh Phong Tranh - Huân chương Kháng chiến chống Mỹ
C) Đỗ Văn Hoành - Anh hùng lực lượng vũ trang nhân dân
D) Hoàng Đạo Cương - Huân chương Quyết thắng hạng Nhất",2,"[""pol10572600"", ""PRECEDED"", ""pol19823645"", ""AWARDED"", ""awa1463198_001""]",Normal
389,"Cao Đức Phát là tiền nhiệm của ai trong chức vụ Phó Trưởng ban Thường trực Ban Kinh tế Trung ương, và người đó giữ chức vụ Ủy viên Trung ương Đảng, (Bị cho thôi chức vụ) trong giai đoạn nào?
A) Nguyễn Thành Phong - từ 2011-01-18 đến 2022-10-03
B) Nguyễn Chí Thành - từ 2020 đến 2031
C) Mai Ái Trực - từ 2012 đến 2023
D) Huỳnh Thị Hằng - từ 2012 đến 2023",2,"[""pol108361"", ""PRECEDED"", ""pol457607"", ""TERM_DURATION"", ""DURATION_từ 2011-01-18 đến 2022-10-03""]",Normal
390,"Trần Thị Nguyệt Thu là tiền nhiệm của ai trong chức vụ Phu nhân của Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó là tiền nhiệm của ai trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó kế nhiệm ai trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, và người cuối cùng giữ chức vụ Bộ trưởng, Chủ nhiệm, Văn phòng Chính phủ trong giai đoạn nào?
A) Nguyễn Thị Hồng - Cao Đức Phát - Lưu Bình Nhưỡng - từ 2009 đến 2013
B) Đồng Sĩ Nguyên - Lê Tiến Châu - Trần Trọng Lượng - từ 2016 đến 2020
C) Phan Thị Thanh Tâm - Võ Văn Thưởng - Nguyễn Xuân Phúc - từ 2007-08-02 đến 2011-08-03
D) Nguyễn Văn Thể - Phan Nguyễn Như Khuê - Ngô Thị Thanh Hằng - từ 2003 đến 2007",4,"[""pol19781134"", ""PRECEDED"", ""pol19795666"", ""PRECEDED"", ""pol248258"", ""SUCCEEDED"", ""pol459014"", ""TERM_DURATION"", ""DURATION_từ 2007-08-02 đến 2011-08-03""]",Normal
391,"Nguyễn Chấn kế nhiệm ai trong chức vụ Bộ trưởng Bộ Điện và Than, và người đó mất ở đâu?
A) Lê Dũng - Tô Văn Huệ
B) Phạm Văn Cần - Đặng Huy Đông
C) Đỗ Tiến Sỹ - Đinh Hữu Cường
D) Nguyễn Hữu Mai - Hà Nội",2,"[""pol19488682"", ""SUCCEEDED"", ""pol1519379"", ""DIED_AT"", ""loc3698506_001""]",Normal
392,"Đinh Văn Điến là tiền nhiệm của ai trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Ninh Bình, và người đó có học vị gì?
A) Nguyễn Đình Phách - Kĩ sư Cầu đường
B) Phạm Quang Ngọc - Tiến sĩ Nông nghiệp
C) Nguyễn Trọng Nhân - Chuẩn Đô đốc
D) Nguyễn Trần Phượng Trân - Thạc sĩ Xây dựng Đảng và chính quyền nhà nước",2,"[""pol3423907"", ""PRECEDED"", ""pol19608321"", ""HAS_ACADEMIC_TITLE"", ""aca622249_001""]",Normal
393,"Phan Thị Thanh Tâm là tiền nhiệm của ai trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó kế nhiệm ai trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, và người cuối cùng giữ chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam trong giai đoạn nào?
A) Trần Hồng Minh - Nguyễn Doãn Khánh - từ 2018 đến 2020
B) Võ Văn Thưởng - Nguyễn Xuân Phúc - từ 2021-04-05 đến 2023-01-18
C) Nguyễn Minh Hiển - Nguyễn Thị Ngọc Phượng - từ 2028 đến 2030
D) Phạm Thị Thanh Trà - Nguyễn Văn Thọ - từ 2019 đến 2021",3,"[""pol19795666"", ""PRECEDED"", ""pol248258"", ""SUCCEEDED"", ""pol459014"", ""TERM_DURATION"", ""DURATION_từ 2021-04-05 đến 2023-01-18""]",Normal
394,"Quản Minh Cường là tiền nhiệm của ai trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, và người đó có học vị gì?
A) Nguyễn Quang Thành - Cử nhân An ninh nhân dân
B) Trần Anh Tuấn - Cử nhân chuyên ngành Máy xây dựng
C) Phạm Minh Chính - Kĩ sư Xây dựng
D) Nguyễn Văn Tùng - 'Anh hùng LLVTND'",2,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""HAS_ACADEMIC_TITLE"", ""aca436788_003""]",Normal
395,"Lê Hiến Mai kế nhiệm ai trong chức vụ Chủ nhiệm Ủy ban Y tế và Xã hội của Quốc hội, và người đó nhận giải thưởng gì?
A) Nguyễn Thị Định - Anh hùng lực lượng vũ trang nhân dân
B) Hoàng Văn Hà - Bằng khen của Thủ tướng Chính phủ
C) Phan Văn Sáu - Huân chương Quân công giải phóng hạng Ba
D) Y Ngông Niê Kdăm - Huy hiệu 75 năm tuổi Đảng",2,"[""pol66510"", ""SUCCEEDED"", ""pol21737"", ""AWARDED"", ""awa1463198_001""]",Normal
396,"Lương Cường kế nhiệm ai trong chức vụ Chủ nhiệm Tổng cục Chính trị Quân đội nhân dân Việt Nam, và người đó phục vụ trong đơn vị nào?
A) Phùng Quang Thanh - Công an nhân dân Việt Nam
B) Trương Quang Nghĩa - Quân chủng Hải quân Việt Nam
C) Nguyễn Đình Phách - Tổng cục Tình báo, Quân đội nhân dân Việt Nam
D) Trịnh Văn Quyết - Quân đội nhân dân Việt Nam",2,"[""pol3161938"", ""SUCCEEDED"", ""pol7492813"", ""SERVED_IN"", ""mil3161938_001""]",Normal
397,"Bùi Quang Vinh kế nhiệm ai trong chức vụ Bộ trưởng Bộ Kế hoạch và Đầu tư Việt Nam, người đó kế nhiệm ai trong chức vụ Bộ trưởng Bộ Kế hoạch và Đầu tư, và người cuối cùng đã từng giữ chức vụ gì?
A) Trần Văn Rón - Trần Đình Văn - Chủ tịch Hội đồng nhân dân tỉnh Hưng Yên (lần 1)
B) Trần Hồng Minh - Lò Mai Trinh - Phó Thủ tướng Chính phủ, Phó Chủ tịch Hội đồng Bộ trưởng
C) Võ Hồng Phúc - Trần Xuân Giá - Phó Chủ nhiệm Ủy ban Kế hoạch Nhà nước
D) Phạm Mạnh Hùng - Phạm Thế Tùng - Đại biểu Quốc hội Việt Nam khóa XIII tỉnh Thanh Hóa",3,"[""pol626284"", ""SUCCEEDED"", ""pol63818"", ""SUCCEEDED"", ""pol1462810"", ""SERVED_AS"", ""pos620744_005""]",Normal
398,"Tô Lâm kế nhiệm ai trong chức vụ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, và người đó có học vị gì?
A) Dương Đình Thông - Thạc sĩ Khoa học Xã hội và Nhân văn
B) Nguyễn Phú Trọng - Tiến sĩ
C) Lê Quốc Chỉnh - Cử nhân Chính trị
D) Phạm Hoàng Bê - Cử nhân Cao đẳng Kiểm sát",2,"[""pol808289"", ""SUCCEEDED"", ""pol46636"", ""HAS_ACADEMIC_TITLE"", ""aca436788_007""]",Normal
399,"Nguyễn Duy Ngọc là tiền nhiệm của ai trong chức vụ Thứ trưởng Bộ Công an, và người đó sinh năm bao nhiêu?
A) Lê Quốc Hùng - 1966
B) Vương Thừa Vũ - 1960
C) Lại Xuân Môn - 1973
D) Trương Cảnh Tuyên - 1957",2,"[""pol11441242"", ""PRECEDED"", ""pol15256601"", ""BORN_YEAR"", ""YEAR_1966""]",Normal
400,"Võ Hồng Phúc kế nhiệm ai trong chức vụ Bộ trưởng Bộ Kế hoạch và Đầu tư, và người đó tốt nghiệp trường nào?
A) Đỗ Đức Duy - Học viện Tài chính
B) Lê Doãn Hợp - Học viện Cảnh sát nhân dân
C) Nguyễn Tấn Trịnh - Cao đẳng Nông Lâm Hà Nội
D) Trần Xuân Giá - Đại học Kinh tế Quốc dân Plekhanov (Moskva)",2,"[""pol63818"", ""SUCCEEDED"", ""pol1462810"", ""ALUMNUS_OF"", ""alm1462810_001""]",Normal
401,"Phạm Minh Chính kế nhiệm ai trong chức vụ Trưởng ban Tổ chức Trung ương, và người đó giữ chức vụ Ủy viên Bộ Chính trị khóa X, XI trong giai đoạn nào?
A) Tô Huy Rứa - từ 2006-04-24 đến 2016-01-26
B) Trương Hòa Bình, Sáu Đạt - từ 2005 đến 2015
C) Lê Nam Giới - từ 2008 đến 2018
D) Lê Thị Thu Hằng - từ 2000 đến 2010",2,"[""pol436788"", ""SUCCEEDED"", ""pol318392"", ""TERM_DURATION"", ""DURATION_từ 2006-04-24 đến 2016-01-26""]",Normal
402,"Trần Khiêu là tiền nhiệm của ai trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Trà Vinh, và người đó giữ chức vụ Chủ tịch UBND tỉnh Trà Vinh trong giai đoạn nào?
A) Hồ Đức Phớc - từ 2010 đến 2016
B) Võ Công Trí - từ 2006 đến 2012
C) Đồng Văn Lâm - từ 2014-01-04 đến 2020-11-05
D) Võ Văn Thưởng - từ 2010 đến 2016",2,"[""pol1748823"", ""PRECEDED"", ""pol2442589"", ""TERM_DURATION"", ""DURATION_từ 2014-01-04 đến 2020-11-05""]",Normal
403,"Lê Văn Thi là tiền nhiệm của ai trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Kiên Giang, và người đó sinh năm bao nhiêu?
A) Nguyễn Anh Tuấn - 1953
B) Phạm Vũ Hồng - 1961
C) Hà Sỹ Đồng - 1959
D) Nguyễn Nhật - 1958",2,"[""pol798552"", ""PRECEDED"", ""pol3299629"", ""BORN_YEAR"", ""YEAR_1961""]",Normal
404,"Nguyễn Xuân Thắng là tiền nhiệm của ai trong chức vụ Chủ tịch Hội đồng Lý luận Trung ương, và người đó sinh ở đâu?
A) Nguyễn Thị Thanh - Đông Hưng
B) Đinh Thanh Nhàn - Việt Nam
C) Phạm Thanh Từng - Ninh Thuận
D) Đinh Thế Huynh - Nam Định",2,"[""pol3719106"", ""PRECEDED"", ""pol591013"", ""BORN_AT"", ""loc3169162_001""]",Normal
405,"Trần Lưu Quang kế nhiệm ai trong chức vụ Bí thư Tỉnh ủy Tây Ninh, và người đó sinh ở đâu?
A) Võ Văn Phuông - Tây Ninh
B) Nguyễn Trường Thắng - Hà Giang
C) Lê Tấn Tới - Thái Bình
D) Nguyễn Tất Lợi - Khánh Hòa",2,"[""pol798260"", ""SUCCEEDED"", ""pol806048"", ""BORN_AT"", ""loc13464785_001""]",Normal
406,"Nguyễn Thanh Nghị kế nhiệm ai trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, và người đó sinh ở đâu?
A) Lưu Xuân Vĩnh - Bình Định
B) Trần Lưu Quang - Tây Ninh
C) Trần Quốc Trung - Bà Rịa-Vũng Tàu
D) Nguyễn Thị Thúy Ngần - Cần Thơ",2,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""BORN_AT"", ""loc13464785_001""]",Normal
407,"Lương Cường kế nhiệm ai trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, và người đó có học vị gì?
A) Nguyễn Thị Hiền - Thạc sĩ Văn hóa
B) Nguyễn Văn Tuyết - Cử nhân Hành chính công
C) Huỳnh Văn Lưu - Thạc sĩ Khoa học Xã hội và Nhân văn
D) Tô Lâm - Cao cấp lí luận chính trị",2,"[""pol3161938"", ""SUCCEEDED"", ""pol808289"", ""HAS_ACADEMIC_TITLE"", ""aca436788_004""]",Normal
408,"Lê Thành Long là tiền nhiệm của ai trong chức vụ Bộ trưởng Bộ Tư pháp, và người đó sinh năm bao nhiêu?
A) Phan Chí Hiếu - 1985
B) Nguyễn Sinh Hùng - 1969
C) Nguyễn Hải Ninh - 1976
D) Hoàng Anh - 1984",2,"[""pol3373734"", ""PRECEDED"", ""pol13478165"", ""BORN_YEAR"", ""YEAR_1976""]",Normal
409,"Nguyễn Trọng Nghĩa kế nhiệm ai trong chức vụ Trưởng Ban Tuyên giáo Trung ương, người đó kế nhiệm ai trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, và người cuối cùng tốt nghiệp trường nào?
A) Võ Văn Thưởng - Nguyễn Xuân Phúc - Học viện Chính trị Quốc gia Hồ Chí Minh
B) Dương Thanh Bình - Đặng Vũ Chính - Trường Đại học Khoa học Tự nhiên
C) Phạm Hồng Tâm - Nguyễn Đức Trung - Học viện Ngoại giao
D) Thạc Sĩ, Lại Thế Nguyên - Trần Tiến Dũng - Đại học Tài chính Matxcơva (Liên Xô)",3,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""SUCCEEDED"", ""pol459014"", ""ALUMNUS_OF"", ""alm19547607_002""]",Normal
410,"Nguyễn Văn An kế nhiệm ai trong chức vụ Chủ tịch Quốc hội nuớc, Cộng hòa Xã hội chủ nghĩa Việt Nam, người đó kế nhiệm ai trong chức vụ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, Bí thư Quân ủy Trung ương, và người cuối cùng giữ chức vụ Thường trực Bộ Chính trị trong giai đoạn nào?
A) Ngô Thị Minh - Nguyễn Văn Dư - từ 1988 đến 1989
B) Hồ Trọng Ngũ - Văn Thị Bạch Tuyết - từ 2001 đến 2002
C) Trần Việt Khoa - Phạm Văn Sinh - từ 1991 đến 1992
D) Nông Đức Mạnh - Lê Khả Phiêu - từ 1996-07-01 đến 1997-12-26",3,"[""pol22501"", ""SUCCEEDED"", ""pol6293"", ""SUCCEEDED"", ""pol24330"", ""TERM_DURATION"", ""DURATION_từ 1996-07-01 đến 1997-12-26""]",Normal
411,"Sùng A Hồng là tiền nhiệm của ai trong chức vụ Giám đốc Công an tỉnh Điện Biên, và người đó giữ chức vụ Cục trưởng Cục Xây dựng phong trào bảo vệ An ninh Tổ quốc, Bộ Công an trong giai đoạn nào?
A) Nguyễn Ngọc Đông - từ 2029
B) Trần Văn Cần - từ 2020
C) Tráng A Tủa - từ 2021-12-01 đến nay
D) Nguyễn Quốc Diệp - từ 2016",2,"[""pol1463277"", ""PRECEDED"", ""pol19695921"", ""TERM_DURATION"", ""DURATION_từ 2021-12-01 đến nay""]",Normal
412,"Nguyễn Đức Long kế nhiệm ai trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Quảng Ninh, và người đó giữ chức vụ Chủ tịch Ủy ban nhân dân tỉnh Quảng Ninh trong giai đoạn nào?
A) Võ Văn Bình - từ 2006 đến 2011
B) Nguyễn Văn Đọc - từ 2010-08-31 đến 2015-04-01
C) Phan Trung Kiên - từ 2002 đến 2007
D) Dương Thanh Bình - từ 2016 đến 2021",2,"[""pol3705037"", ""SUCCEEDED"", ""pol3282315"", ""TERM_DURATION"", ""DURATION_từ 2010-08-31 đến 2015-04-01""]",Normal
413,"Trần Thị Nguyệt Thu là tiền nhiệm của ai trong chức vụ Phu nhân của Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó là tiền nhiệm của ai trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó kế nhiệm ai trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, và người cuối cùng giữ chức vụ Ủy viên Trung ương Đảng, khóa X, XI, XII, XIII, (Đã bị cách chức) trong giai đoạn nào?
A) Phạm Hồng Tâm - Bùi Xuân Hòa - Lê Thị Thủy - từ 1996 đến 2013
B) Nguyễn Đình Tứ - Đỗ Việt Anh - Phạm Đình Phú - từ 1998 đến 2015
C) Lê Thị Thu Hồng - Nguyễn Xuân Cường - Nguyễn Thị Thúy Ngần - từ 2002 đến 2019
D) Phan Thị Thanh Tâm - Võ Văn Thưởng - Nguyễn Xuân Phúc - từ 2006-04-24 đến 2023-01-17",4,"[""pol19781134"", ""PRECEDED"", ""pol19795666"", ""PRECEDED"", ""pol248258"", ""SUCCEEDED"", ""pol459014"", ""TERM_DURATION"", ""DURATION_từ 2006-04-24 đến 2023-01-17""]",Normal
414,"Nguyễn Thanh Nghị kế nhiệm ai trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, người đó kế nhiệm ai trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, và người cuối cùng giữ chức vụ Phó Chủ tịch Ủy ban nhân dân Thành phố Hồ Chí Minh trong giai đoạn nào?
A) Trần Lưu Quang - Tất Thành Cang - từ 2014-06-14 đến 2015-12-11
B) Nguyễn Nhân Chiến - Trần Quốc Toản - từ 2010 đến 2011
C) Phạm Thúy Chinh - Nguyễn Dy Niên - từ 2018 đến 2019
D) Chu Ngọc Anh - Lê Lương Minh - từ 2013 đến 2014",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""SUCCEEDED"", ""pol1464924"", ""TERM_DURATION"", ""DURATION_từ 2014-06-14 đến 2015-12-11""]",Normal
415,"Phan Thị Thanh Tâm là tiền nhiệm của ai trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó kế nhiệm ai trong chức vụ Bí thư thứ nhất Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh, và người cuối cùng sinh năm bao nhiêu?
A) Lê Văn Tuyến - Hồ Đức Phớc - 1965
B) Võ Văn Thưởng - Đào Ngọc Dung - 1962
C) Dương Văn Thái - Bùi Ngọc Hòa - 1965
D) Phạm Quý Tiêu - Phạm Văn Thiều - 1959",3,"[""pol19795666"", ""PRECEDED"", ""pol248258"", ""SUCCEEDED"", ""pol579243"", ""BORN_YEAR"", ""YEAR_1962""]",Normal
416,"Nguyễn Thanh Nghị kế nhiệm ai trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, người đó là tiền nhiệm của ai trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, và người cuối cùng có học vị gì?
A) Nguyễn Thị Xuân Mỹ - Phan Trường Sơn - Tiến sĩ ngành điều khiển học
B) Nguyễn Thị Kim Ngân - Vũ Ngọc Hoàng - Đại học Ngoại giao (chuyên ngành Ngoại giao)
C) Trần Lưu Quang - Phan Văn Mãi - Cử nhân Kinh tế
D) Đặng Ngọc Nghĩa - Bùi Văn Nghiêm - Cử nhân Quân sự chuyên ngành Chỉ huy tham mưu Binh chủng hợp thành",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""PRECEDED"", ""pol3340042"", ""HAS_ACADEMIC_TITLE"", ""aca13653301_001""]",Normal
417,"Hoàng Văn Thái là tiền nhiệm của ai trong chức vụ Tư lệnh Quân Giải phóng miền Nam Việt Nam, và người đó phục vụ trong đơn vị nào?
A) Trần Văn Trà, Tư Chi, Tư Nguyễn, Ba Trà - Quân đội nhân dân Việt Nam
B) Lê Dũng - Bộ Tư lệnh Bộ đội Biên phòng
C) Nguyễn Minh Hiển - Quân chủng Hải quân Việt Nam
D) Nguyễn Anh Tuấn - Quân chủng Hải quân",2,"[""pol8349"", ""PRECEDED"", ""pol13024"", ""SERVED_IN"", ""mil3161938_001""]",Normal
418,"Nghiêm Xuân Thành là tiền nhiệm của ai trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, người đó là tiền nhiệm của ai trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, và người cuối cùng giữ chức vụ Bí thư Tỉnh ủy Khánh Hòa trong giai đoạn nào?
A) Ung Văn Khiêm - Chu Văn Đạt - từ 2014 đến 2017
B) Võ Thị Như Hoa - Nguyễn Xuân Sang - từ 2023 đến 2026
C) Phạm Quý Tiêu - Hoàng Thị Thúy Lan - từ 2016 đến 2019
D) Nguyễn Khắc Định - Nguyễn Hải Ninh - từ 2021-04-23 đến 2024-08-26",3,"[""pol19613297"", ""PRECEDED"", ""pol3581718"", ""PRECEDED"", ""pol13478165"", ""TERM_DURATION"", ""DURATION_từ 2021-04-23 đến 2024-08-26""]",Normal
419,"Phạm Hùng kế nhiệm ai trong chức vụ Chủ tịch Hội đồng Bộ trưởng, và người đó nhận giải thưởng gì?
A) Nguyễn Phúc Thanh - Huân chương Chiến sĩ vẻ vang hạng Nhì
B) Đặng Thế Vinh - Huân chương Chiến công giải phóng hạng Ba 2
C) Đỗ Mười - Huân chương Cách mạng Tháng Mười
D) Võ Văn Phuông - Huân chương kháng chiến cứu nước hạng nhất",2,"[""pol16602"", ""SUCCEEDED"", ""pol30735"", ""AWARDED"", ""awa30735_001""]",Normal
420,"Trần Quốc Vượng kế nhiệm ai trong chức vụ Bí thư Trung ương Đảng khóa XI, XII, và người đó đã từng giữ chức vụ gì?
A) Tất Thành Cang - Bí thư Thành ủy Cam Ranh(Đã bị cách chức)
B) Đinh Thế Huynh - Đại biểu Quốc hội Việt Nam khóa XI
C) Nguyễn Xuân Sanh - Chủ nhiệm Văn phòng Tài chính-Thương nghiệp Phủ Thủ tướng
D) Hồ Nghĩa Dũng - Phó Giám đốc Sở KH - ĐT",2,"[""pol3354765"", ""SUCCEEDED"", ""pol591013"", ""SERVED_AS"", ""pos1464845_002""]",Normal
421,"Nguyễn Thị Thúy Ngần là tiền nhiệm của ai trong chức vụ Chủ tịch Quốc hội, người đó kế nhiệm ai trong chức vụ Chủ tịch Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam, Chủ tịch Hội đồng Bầu cử Quốc gia, Bí thư Đảng đoàn Quốc hội, và người cuối cùng có học vị gì?
A) Trương Vĩnh Trọng, Hai Nghĩa - Nguyễn Đức Kiên - Kỹ sư Xây dựng Kỹ thuật công trình
B) Lê Hoài Thanh - Hoàng Trọng Hải - Đại học chuyên ngành Chăn nuôi thú y
C) Nguyễn Thị Kim Ngân - Nguyễn Sinh Hùng - Chủ tịch Quốc hội
D) Lê Thanh Quang - Phạm Hồng Hương - Thạc sĩ Sinh học",3,"[""pol19785738"", ""PRECEDED"", ""pol106956"", ""SUCCEEDED"", ""pol47134"", ""HAS_ACADEMIC_TITLE"", ""aca106956_002""]",Normal
422,"Phan Thị Thanh Tâm là tiền nhiệm của ai trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, người đó kế nhiệm ai trong chức vụ Bí thư thứ nhất Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh, và người cuối cùng giữ chức vụ Bí thư Đảng ủy Khối Các cơ quan Trung ương trong giai đoạn nào?
A) Cư Hòa Vần - Võ Trọng Việt - từ 2019 đến 2024
B) Võ Văn Thưởng - Đào Ngọc Dung - từ 2011-08-18 đến 2016-04-12
C) Phạm Văn Đồng - Nguyễn Văn Chính - từ 2017 đến 2022
D) Lê Mạnh Hùng - Trần Thanh Nghiêm - từ 2014 đến 2019",3,"[""pol19795666"", ""PRECEDED"", ""pol248258"", ""SUCCEEDED"", ""pol579243"", ""TERM_DURATION"", ""DURATION_từ 2011-08-18 đến 2016-04-12""]",Normal
423,"Nguyễn Sỹ Thăng là tiền nhiệm của ai trong chức vụ Chính ủy Quân khu 1, và người đó có học vị gì?
A) Nguyễn Trọng Xuyên - Cử nhân Luật Tư pháp
B) Nguyễn Mạnh Kiểm - Thạc sĩ Quản lý kinh tế
C) Trần Quốc Toản - Kỹ sư Xây dựng dân dụng và công nghiệp
D) Dương Đình Thông - Cử nhân Xây dựng Đảng và chính quyền Nhà nước",2,"[""pol3169187"", ""PRECEDED"", ""pol3698501"", ""HAS_ACADEMIC_TITLE"", ""aca3161938_001""]",Normal
