id,question,hop_count,reasoning_path,variant_type
432,"Hoàng Văn Thái kế nhiệm Chu Huy Mân trong chức vụ Tư lệnh Quân khu 5, Chu Huy Mân sinh năm 1913 tại Nghệ An. Đúng hay sai?",2,"[""pol8349"", ""SUCCEEDED"", ""pol42320"", ""BORN_AT"", ""loc1463498_001""]",Normal
433,"Nguyễn Văn An kế nhiệm Huỳnh Văn Be trong chức vụ Chủ tịch Quốc hội nuớc, Cộng hòa Xã hội chủ nghĩa Việt Nam, Huỳnh Văn Be kế nhiệm Lê Khả Phiêu trong chức vụ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, Bí thư Quân ủy Trung ương, Lê Khả Phiêu phục vụ trong Quân đội nhân dân Việt Nam. Đúng hay sai?",3,"[""pol22501"", ""SUCCEEDED"", ""pol1462742"", ""SUCCEEDED"", ""pol24330"", ""SERVED_IN"", ""mil3161938_001""]",Normal
434,"Nguyễn Trọng Nghĩa kế nhiệm Võ Văn Thưởng trong chức vụ Trưởng Ban Tuyên giáo Trung ương, Võ Văn Thưởng kế nhiệm Nguyễn Xuân Phúc trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, Nguyễn Xuân Phúc sinh năm 1954 tại Quảng Nam. Đúng hay sai?",3,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""SUCCEEDED"", ""pol459014"", ""BORN_AT"", ""loc1463245_001""]",Normal
435,"Trần Việt Khoa kế nhiệm Nguyễn Hương Giang trong chức vụ Giám đốc Học viện Quốc phòng, Nguyễn Hương Giang có học vị Cao cấp lí luận chính trị. Đúng hay sai?",2,"[""pol2422020"", ""SUCCEEDED"", ""pol3707353"", ""HAS_ACADEMIC_TITLE"", ""aca436788_004""]",Normal
436,"Lương Cường kế nhiệm Ngô Xuân Lịch trong chức vụ Chính ủy Quân khu 3, Ngô Xuân Lịch có học vị Cử nhân Xây dựng Đảng. Đúng hay sai?",2,"[""pol3161938"", ""SUCCEEDED"", ""pol591117"", ""HAS_ACADEMIC_TITLE"", ""aca591117_001""]",Normal
437,"Nguyễn Trọng Nghĩa kế nhiệm Võ Văn Thưởng trong chức vụ Trưởng Ban Tuyên giáo Trung ương, Võ Văn Thưởng giữ chức vụ Thường trực Ban Bí thư Trung ương Đảng Cộng sản Việt Nam, (Đã bị cách chức) từ 2021-02-05 đến 2023-03-06. Đúng hay sai?",2,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""TERM_DURATION"", ""DURATION_từ 2021-02-05 đến 2023-03-06""]",Normal
438,"Nguyễn Đức Long là tiền nhiệm của Nguyễn Văn Thắng trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Quảng Ninh, Nguyễn Văn Thắng giữ chức vụ Bộ trưởng Bộ Tài chính từ 2024-11-28 đến nay. Đúng hay sai?",2,"[""pol3705037"", ""PRECEDED"", ""pol3719474"", ""TERM_DURATION"", ""DURATION_từ 2024-11-28 đến nay""]",Normal
439,"Lâm Minh Thành kế nhiệm Mai Văn Huỳnh trong chức vụ Bí thư Huyện ủy Phú Quốc, Mai Văn Huỳnh sinh năm 1965 tại Bà Rịa-Vũng Tàu. Đúng hay sai?",2,"[""pol19525561"", ""SUCCEEDED"", ""pol19525429"", ""BORN_AT"", ""loc19788108_001""]",Normal
440,"Quản Minh Cường là tiền nhiệm của Vũ Mão trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, Vũ Mão giữ chức vụ Phó Trưởng Ban Tổ chức Trung ương từ 2015-04-09 đến 2016-02-05. Đúng hay sai?",2,"[""pol19777570"", ""PRECEDED"", ""pol662974"", ""TERM_DURATION"", ""DURATION_từ 2015-04-09 đến 2016-02-05""]",Normal
441,"Lê Văn Thi là tiền nhiệm của Bùi Tuyết Minh trong chức vụ Giám đốc Công an tỉnh Kiên Giang, Bùi Tuyết Minh được trao tặng Huân chương Kháng chiến hạng Nhì. Đúng hay sai?",2,"[""pol798552"", ""PRECEDED"", ""pol1465031"", ""AWARDED"", ""awa49761_003""]",Normal
442,"Nguyễn Thanh Nghị kế nhiệm Trần Lưu Quang trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, Trần Lưu Quang là tiền nhiệm của Phạm Viết Thanh trong chức vụ Bí thư Tỉnh ủy Tây Ninh, Phạm Viết Thanh kế nhiệm Nguyễn Hồng Lĩnh trong chức vụ Chủ tịch Hội đồng Nhân dân tỉnh Bà Rịa-Vũng Tàu, Nguyễn Hồng Lĩnh giữ chức vụ Trưởng Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực tỉnh Đồng Nai từ 2022-07-26 đến nay. Đúng hay sai?",4,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""PRECEDED"", ""pol3702677"", ""SUCCEEDED"", ""pol1464760"", ""TERM_DURATION"", ""DURATION_từ 2022-07-26 đến nay""]",Normal
443,"Quản Minh Cường là tiền nhiệm của Nguyễn Văn Tính trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, Nguyễn Văn Tính được trao tặng Huân chương Chiến sĩ vẻ vang hạng Nhất. Đúng hay sai?",2,"[""pol19777570"", ""PRECEDED"", ""pol53087"", ""AWARDED"", ""awa436788_005""]",Normal
444,"Nguyễn Thanh Nghị kế nhiệm Trần Lưu Quang trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, Trần Lưu Quang kế nhiệm Tất Thành Cang trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, Tất Thành Cang giữ chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh từ unknown đến 2018-12. Đúng hay sai?",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""SUCCEEDED"", ""pol1464924"", ""TERM_DURATION"", ""DURATION_từ unknown đến 2018-12""]",Normal
445,"Hoàng Văn Thái kế nhiệm Song Hào trong chức vụ Tư lệnh Quân khu 5, Song Hào có cấp bậc Đại tướng. Đúng hay sai?",2,"[""pol8349"", ""SUCCEEDED"", ""pol38032"", ""HAS_RANK"", ""mil3169162_001""]",Normal
446,"Quản Minh Cường là tiền nhiệm của Phạm Minh Chính trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, Phạm Minh Chính là tiền nhiệm của Trương Thị Mai trong chức vụ Trưởng ban Tổ chức Trung ương, Trương Thị Mai là cựu sinh viên của Trường Đại học Luật. Đúng hay sai?",3,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""PRECEDED"", ""pol841947"", ""ALUMNUS_OF"", ""alm841947_002""]",Normal
447,"Trần Lưu Quang là tiền nhiệm của Trần Thắng trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, Trần Thắng giữ chức vụ Đại biểu Quốc hội khóa XV từ 2021-07-01 đến nay. Đúng hay sai?",2,"[""pol798260"", ""PRECEDED"", ""pol19604239"", ""TERM_DURATION"", ""DURATION_từ 2021-07-01 đến nay""]",Normal
448,"Đinh Đức Thiện là tiền nhiệm của Trần Sâm trong chức vụ Chủ nhiệm Tổng cục Hậu cần, Trần Sâm sinh năm 1918. Đúng hay sai?",2,"[""pol10656"", ""PRECEDED"", ""pol60031"", ""BORN_YEAR"", ""YEAR_1918""]",Normal
449,"Lương Cường kế nhiệm Tô Lâm trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Tô Lâm kế nhiệm Nguyễn Phú Trọng trong chức vụ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, Nguyễn Phú Trọng giữ chức vụ Ủy viên Trung ương Đảng Cộng sản Việt Nam khóa VII, VIII, IX, X, XI, XII, XIII từ 1994 đến 2024. Đúng hay sai?",3,"[""pol3161938"", ""SUCCEEDED"", ""pol808289"", ""SUCCEEDED"", ""pol46636"", ""TERM_DURATION"", ""DURATION_từ 1994 đến 2024""]",Normal
450,"Phan Văn Giang là tiền nhiệm của Bùi Văn Tỉnh trong chức vụ Tổng Tham mưu trưởng Quân đội nhân dân Việt Nam, Bùi Văn Tỉnh phục vụ trong Quân đội nhân dân Việt Nam. Đúng hay sai?",2,"[""pol3169162"", ""PRECEDED"", ""pol1463496"", ""SERVED_IN"", ""mil3161938_001""]",Normal
451,"Trần Văn Vệ là tiền nhiệm của Đỗ Văn Hoành trong chức vụ Chánh Văn phòng Cơ quan Cảnh sát điều tra Bộ Công an, Đỗ Văn Hoành phục vụ trong Quân khu 9. Đúng hay sai?",2,"[""pol10572600"", ""PRECEDED"", ""pol19823645"", ""SERVED_IN"", ""mil3340566_001""]",Normal
452,"Nguyễn Trọng Nghĩa kế nhiệm Võ Văn Thưởng trong chức vụ Trưởng Ban Tuyên giáo Trung ương, Võ Văn Thưởng là cựu sinh viên của Trường Đại học Khoa học Xã hội và Nhân văn. Đúng hay sai?",2,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""ALUMNUS_OF"", ""alm248258_002""]",Normal
453,"Nguyễn Khắc Định kế nhiệm Lê Thanh Quang trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, Lê Thanh Quang mất năm 2022. Đúng hay sai?",2,"[""pol3581718"", ""SUCCEEDED"", ""pol3708911"", ""DIED_YEAR"", ""YEAR_2022""]",Normal
454,"Đỗ Nguyên Phương kế nhiệm Đặng Hữu trong chức vụ Trưởng ban Khoa giáo Trung ương, Đặng Hữu sinh năm 1930 tại Thừa Thiên Huế. Đúng hay sai?",2,"[""pol1462974"", ""SUCCEEDED"", ""pol1406006"", ""BORN_AT"", ""loc2414009_001""]",Normal
455,"Cao Đức Phát là tiền nhiệm của Nguyễn Xuân Cường trong chức vụ Bộ trưởng Bộ Nông nghiệp và Phát triển Nông thôn, Nguyễn Xuân Cường giữ chức vụ Thứ trưởng Thường trực Bộ Nông nghiệp và Phát triển Nông thôn từ 2015-12 đến 2016-07-28. Đúng hay sai?",2,"[""pol108361"", ""PRECEDED"", ""pol3282589"", ""TERM_DURATION"", ""DURATION_từ 2015-12 đến 2016-07-28""]",Normal
456,"Nguyễn Thanh Nghị kế nhiệm Phan Huy Ngọc trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, Phan Huy Ngọc kế nhiệm Võ Văn Phuông trong chức vụ Bí thư Tỉnh ủy Tây Ninh, Võ Văn Phuông giữ chức vụ Phó Trưởng Ban Tuyên giáo Trung ương, (Thuờng trực từ 6/7/2017) từ 2015-07-06 đến 2021-07-30. Đúng hay sai?",3,"[""pol592361"", ""SUCCEEDED"", ""pol19949822"", ""SUCCEEDED"", ""pol806048"", ""TERM_DURATION"", ""DURATION_từ 2015-07-06 đến 2021-07-30""]",Normal
457,"Phan Văn Giang kế nhiệm Ngô Xuân Lịch trong chức vụ Phó Bí thư Quân ủy Trung ương, Ngô Xuân Lịch sinh năm 1954. Đúng hay sai?",2,"[""pol3169162"", ""SUCCEEDED"", ""pol591117"", ""BORN_YEAR"", ""YEAR_1954""]",Normal
458,"Nguyễn Thanh Nghị kế nhiệm Trần Lưu Quang trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, Trần Lưu Quang là tiền nhiệm của Lò Văn Giàng trong chức vụ Chủ tịch Hội đồng nhân dân tỉnh Tây Ninh, Lò Văn Giàng sinh năm 1956 tại Tây Ninh. Đúng hay sai?",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""PRECEDED"", ""pol3705524"", ""BORN_AT"", ""loc13464785_001""]",Normal
459,"Nguyễn Trọng Nghĩa kế nhiệm Võ Văn Thưởng trong chức vụ Trưởng Ban Tuyên giáo Trung ương, Võ Văn Thưởng kế nhiệm Đào Ngọc Dung trong chức vụ Bí thư thứ nhất Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh, Đào Ngọc Dung giữ chức vụ Ủy viên Trung ương Đảng khóa X, XI, XII, XIII từ 2006-04-25 đến nay. Đúng hay sai?",3,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""SUCCEEDED"", ""pol579243"", ""TERM_DURATION"", ""DURATION_từ 2006-04-25 đến nay""]",Normal
460,"Lương Cường kế nhiệm Phạm Hồng Hương trong chức vụ Chủ nhiệm Tổng cục Chính trị Quân đội nhân dân Việt Nam, Phạm Hồng Hương sinh năm 1966. Đúng hay sai?",2,"[""pol3161938"", ""SUCCEEDED"", ""pol1463296"", ""BORN_YEAR"", ""YEAR_1966""]",Normal
461,"Đỗ Mười là tiền nhiệm của Phạm Hùng trong chức vụ Chủ tịch Hội đồng Bộ trưởng, Phạm Hùng kế nhiệm Võ Văn Kiệt trong chức vụ Chủ tịch Hội đồng Bộ trưởng, Võ Văn Kiệt sinh năm 1922 tại Vĩnh Long. Đúng hay sai?",3,"[""pol30735"", ""PRECEDED"", ""pol16602"", ""SUCCEEDED"", ""pol46336"", ""BORN_AT"", ""loc815834_001""]",Normal
462,"Đào Hồng Lan là tiền nhiệm của Nguyễn Văn Thảo trong chức vụ Bộ trưởng Bộ Y tế, Nguyễn Văn Thảo kế nhiệm Nguyễn Quốc Triệu trong chức vụ Bộ trưởng Bộ Y tế, Nguyễn Quốc Triệu qua đời tại Hà Nội. Đúng hay sai?",3,"[""pol7503946"", ""PRECEDED"", ""pol19815652"", ""SUCCEEDED"", ""pol107351"", ""DIED_AT"", ""loc3698506_001""]",Normal
463,"Phạm Minh Chính là tiền nhiệm của Trương Thị Mai trong chức vụ Trưởng ban Tổ chức Trung ương, Trương Thị Mai có học vị Cử nhân Lịch sử. Đúng hay sai?",2,"[""pol436788"", ""PRECEDED"", ""pol841947"", ""HAS_ACADEMIC_TITLE"", ""aca3307080_001""]",Normal
464,"Trần Lưu Quang là tiền nhiệm của Trần Quốc Trung trong chức vụ Bí thư Tỉnh ủy Tây Ninh, Trần Quốc Trung giữ chức vụ Trưởng Ban Chỉ đạo phòng, chống tham nhũng, tiêu cực tỉnh Bà Rịa-Vũng Tàu từ 2022-06-16 đến 2025-06-30. Đúng hay sai?",2,"[""pol798260"", ""PRECEDED"", ""pol13794954"", ""TERM_DURATION"", ""DURATION_từ 2022-06-16 đến 2025-06-30""]",Normal
465,"Nguyễn Thanh Nghị kế nhiệm Trần Lưu Quang trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, Trần Lưu Quang kế nhiệm Tất Thành Cang trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, Tất Thành Cang có học vị Cử nhân Chính trị. Đúng hay sai?",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""SUCCEEDED"", ""pol1464924"", ""HAS_ACADEMIC_TITLE"", ""aca8741_001""]",Normal
466,"Đặng Vũ Minh kế nhiệm Nguyễn Văn Hiệu trong chức vụ Chủ tịch Viện Khoa học và Công nghệ Việt Nam, Nguyễn Văn Hiệu sinh năm 1938 tại Đồng Tháp. Đúng hay sai?",2,"[""pol237619"", ""SUCCEEDED"", ""pol55279"", ""BORN_AT"", ""loc7536750_001""]",Normal
467,"Lê Văn Thi là tiền nhiệm của Phạm Vũ Hồng trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Kiên Giang, Phạm Vũ Hồng sinh năm 1961 tại Kiên Giang. Đúng hay sai?",2,"[""pol798552"", ""PRECEDED"", ""pol3299629"", ""BORN_AT"", ""loc8741_001""]",Normal
468,"Đoàn Văn Việt kế nhiệm Nguyễn Xuân Tiến trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Lâm Đồng, Nguyễn Xuân Tiến qua đời tại Lai Châu. Đúng hay sai?",2,"[""pol3242839"", ""SUCCEEDED"", ""pol3281140"", ""DIED_AT"", ""loc3701448_001""]",Normal
469,"Phan Ngọc Tường là tiền nhiệm của Đỗ Quang Trung trong chức vụ Bộ trưởng, Trưởng ban Tổ chức Cán bộ Chính phủ, Đỗ Quang Trung đã từng giữ chức vụ Đại biểu Quốc hội khóa XI. Đúng hay sai?",2,"[""pol3168290"", ""PRECEDED"", ""pol82949"", ""SERVED_AS"", ""pos1464880_002""]",Normal
470,"Hoàng Đức Nghi kế nhiệm Trần Sâm trong chức vụ Bộ trưởng Bộ Vật tư, Trần Sâm giữ chức vụ Phó Chủ nhiệm Tổng cục Kỹ thuật từ 1974 đến 1975. Đúng hay sai?",2,"[""pol3670384"", ""SUCCEEDED"", ""pol60031"", ""TERM_DURATION"", ""DURATION_từ 1974 đến 1975""]",Normal
471,"Nguyễn Trọng Nghĩa kế nhiệm Võ Văn Thưởng trong chức vụ Trưởng Ban Tuyên giáo Trung ương, Võ Văn Thưởng kế nhiệm Nguyễn Thanh Bình trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, Nguyễn Thanh Bình giữ chức vụ Chủ tịch Hội nghị cấp cao ASEAN từ 2020 đến 2020-12-31. Đúng hay sai?",3,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""SUCCEEDED"", ""pol647752"", ""TERM_DURATION"", ""DURATION_từ 2020 đến 2020-12-31""]",Normal
472,"Bùi Quốc Huy là tiền nhiệm của Nguyễn Chí Dũng trong chức vụ Giám đốc Công an Thành phố Hồ Chí Minh, Nguyễn Chí Dũng phục vụ trong Quân đội nhân dân Việt Nam. Đúng hay sai?",2,"[""pol368653"", ""PRECEDED"", ""pol10572671"", ""SERVED_IN"", ""mil3161938_001""]",Normal
473,"Nguyễn Thanh Nghị là tiền nhiệm của Đỗ Thanh Bình trong chức vụ Bí thư Tỉnh ủy Kiên Giang, Đỗ Thanh Bình có học vị Thạc sĩ Kinh tế. Đúng hay sai?",2,"[""pol592361"", ""PRECEDED"", ""pol19428675"", ""HAS_ACADEMIC_TITLE"", ""aca19498354_001""]",Normal
474,"Nguyễn Thị Thúy Ngần là tiền nhiệm của Nguyễn Thị Kim Ngân trong chức vụ Chủ tịch Quốc hội, Nguyễn Thị Kim Ngân kế nhiệm Ngô Ngọc Tuấn trong chức vụ Chủ tịch Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam, Chủ tịch Hội đồng Bầu cử Quốc gia, Bí thư Đảng đoàn Quốc hội, Ngô Ngọc Tuấn có học vị Tiến sĩ. Đúng hay sai?",3,"[""pol19785738"", ""PRECEDED"", ""pol106956"", ""SUCCEEDED"", ""pol3700536"", ""HAS_ACADEMIC_TITLE"", ""aca436788_007""]",Normal
475,"Hồ Quốc Dũng kế nhiệm Hồ Văn Niên trong chức vụ Bí thư Tỉnh ủy Gia Lai, Hồ Văn Niên sinh năm 1975 tại Gia Lai. Đúng hay sai?",2,"[""pol3707910"", ""SUCCEEDED"", ""pol3699258"", ""BORN_AT"", ""loc324793_001""]",Normal
476,"Nguyễn Trọng Nghĩa kế nhiệm Đặng Trần Chiêu trong chức vụ Trưởng Ban Tuyên giáo Trung ương, Đặng Trần Chiêu giữ chức vụ Bí thư thứ nhất Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh từ 2007-01-15 đến 2011-08-11. Đúng hay sai?",2,"[""pol3156606"", ""SUCCEEDED"", ""pol15556144"", ""TERM_DURATION"", ""DURATION_từ 2007-01-15 đến 2011-08-11""]",Normal
477,"Bùi Nhật Quang là tiền nhiệm của Phan Chí Hiếu trong chức vụ Chủ tịch, Viện Hàn lâm Khoa học xã hội Việt Nam, Phan Chí Hiếu có học vị Cao cấp lý luận chính trị. Đúng hay sai?",2,"[""pol15471464"", ""PRECEDED"", ""pol19778491"", ""HAS_ACADEMIC_TITLE"", ""aca19547607_002""]",Normal
478,"Trần Thị Nguyệt Thu là tiền nhiệm của Phan Thị Thanh Tâm trong chức vụ Phu nhân của Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Phan Thị Thanh Tâm là tiền nhiệm của Võ Văn Thưởng trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Võ Văn Thưởng là tiền nhiệm của Bùi Văn Hải trong chức vụ Bí thư thứ nhất Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh, Bùi Văn Hải là cựu sinh viên của Đại học Tổng hợp Kỹ thuật Bratislava. Đúng hay sai?",4,"[""pol19781134"", ""PRECEDED"", ""pol19795666"", ""PRECEDED"", ""pol248258"", ""PRECEDED"", ""pol3198330"", ""ALUMNUS_OF"", ""alm660401_001""]",Normal
479,"Lương Cường là tiền nhiệm của Trần Cẩm Tú trong chức vụ Thường trực Ban Bí thư Trung ương Đảng Cộng sản Việt Nam, Trần Cẩm Tú là cựu sinh viên của Đại học Lâm nghiệp Việt Nam. Đúng hay sai?",2,"[""pol3161938"", ""PRECEDED"", ""pol622249"", ""ALUMNUS_OF"", ""alm622249_001""]",Normal
480,"Trần Lưu Quang là tiền nhiệm của Mai Thúc Lân trong chức vụ Chủ tịch Hội đồng nhân dân tỉnh Tây Ninh, Mai Thúc Lân có học vị Cử nhân Chính trị. Đúng hay sai?",2,"[""pol798260"", ""PRECEDED"", ""pol1462885"", ""HAS_ACADEMIC_TITLE"", ""aca8741_001""]",Normal
481,"Đinh Đức Thiện kế nhiệm Đồng Sĩ Nguyên trong chức vụ Bộ trưởng Bộ Giao thông vận tải, Đồng Sĩ Nguyên sinh năm 1923 tại Quảng Bình. Đúng hay sai?",2,"[""pol10656"", ""SUCCEEDED"", ""pol62117"", ""BORN_AT"", ""loc239291_001""]",Normal
482,"Trần Việt Khoa kế nhiệm Võ Tiến Trung trong chức vụ Giám đốc Học viện Quốc phòng, Võ Tiến Trung được trao tặng Huy hiệu 30 năm tuổi Đảng. Đúng hay sai?",2,"[""pol2422020"", ""SUCCEEDED"", ""pol1465094"", ""AWARDED"", ""awa808168_001""]",Normal
483,"Lương Cường là tiền nhiệm của Trần Cẩm Tú trong chức vụ Thường trực Ban Bí thư Trung ương Đảng Cộng sản Việt Nam, Trần Cẩm Tú là tiền nhiệm của Bùi Thị Minh Hoài trong chức vụ Phó Chủ nhiệm Ủy ban Kiểm tra Trung ương, Bùi Thị Minh Hoài sinh năm 1965 tại Ninh Bình. Đúng hay sai?",3,"[""pol3161938"", ""PRECEDED"", ""pol622249"", ""PRECEDED"", ""pol3719093"", ""BORN_AT"", ""loc3719093_001""]",Normal
484,"Phan Thị Mỹ Thanh là tiền nhiệm của Nguyễn Văn Cao trong chức vụ Trưởng Đoàn đại biểu Quốc hội khóa 14 tỉnh Đồng Nai, Nguyễn Văn Cao sinh năm 1961. Đúng hay sai?",2,"[""pol3697397"", ""PRECEDED"", ""pol7721393"", ""BORN_YEAR"", ""YEAR_1961""]",Normal
485,"Trần Thị Nguyệt Thu là tiền nhiệm của Phan Thị Thanh Tâm trong chức vụ Phu nhân của Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Phan Thị Thanh Tâm là tiền nhiệm của Võ Văn Thưởng trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Võ Văn Thưởng có học vị Chủ tịch nước. Đúng hay sai?",3,"[""pol19781134"", ""PRECEDED"", ""pol19795666"", ""PRECEDED"", ""pol248258"", ""HAS_ACADEMIC_TITLE"", ""aca3161938_003""]",Normal
486,"Đặng Văn Hiếu kế nhiệm Nguyễn Khánh Toàn trong chức vụ Thứ trưởng Thường trực Bộ Công an Việt Nam, Nguyễn Khánh Toàn giữ chức vụ Thứ trưởng thường trực Bộ Công an từ 1996 đến 2011-03. Đúng hay sai?",2,"[""pol579647"", ""SUCCEEDED"", ""pol558938"", ""TERM_DURATION"", ""DURATION_từ 1996 đến 2011-03""]",Normal
487,"Quản Minh Cường là tiền nhiệm của Phạm Minh Chính trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, Phạm Minh Chính giữ chức vụ Bí thư Trung ương Đảng từ 2016-02-04 đến 2021-01-31. Đúng hay sai?",2,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""TERM_DURATION"", ""DURATION_từ 2016-02-04 đến 2021-01-31""]",Normal
488,"Nguyễn Văn An kế nhiệm Nông Đức Mạnh trong chức vụ Chủ tịch Quốc hội nuớc, Cộng hòa Xã hội chủ nghĩa Việt Nam, Nông Đức Mạnh có học vị Kĩ sư Nông nghiệp. Đúng hay sai?",2,"[""pol22501"", ""SUCCEEDED"", ""pol6293"", ""HAS_ACADEMIC_TITLE"", ""aca805137_001""]",Normal
489,"Lương Cường kế nhiệm Phan Thanh Hà trong chức vụ Chủ nhiệm Tổng cục Chính trị Quân đội nhân dân Việt Nam, Phan Thanh Hà sinh tại Hải Dương. Đúng hay sai?",2,"[""pol3161938"", ""SUCCEEDED"", ""pol11762915"", ""BORN_AT"", ""loc248258_001""]",Normal
490,"Phạm Hoài Nam là tiền nhiệm của Trịnh Xuân Trường trong chức vụ Tư lệnh Quân chủng Hải quân, Trịnh Xuân Trường có cấp bậc Phó đô đốc. Đúng hay sai?",2,"[""pol3234339"", ""PRECEDED"", ""pol19605214"", ""HAS_RANK"", ""mil15254839_001""]",Normal
491,"Lê Minh Trí kế nhiệm Nguyễn Hòa Bình trong chức vụ Viện trưởng Viện kiểm sát nhân dân tối cao, Nguyễn Hòa Bình có học vị Cao cấp lí luận chính trị. Đúng hay sai?",2,"[""pol1749503"", ""SUCCEEDED"", ""pol806867"", ""HAS_ACADEMIC_TITLE"", ""aca436788_004""]",Normal
492,"Nguyễn Trọng Nghĩa kế nhiệm Võ Văn Thưởng trong chức vụ Trưởng Ban Tuyên giáo Trung ương, Võ Văn Thưởng kế nhiệm Đào Ngọc Dung trong chức vụ Bí thư thứ nhất Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh, Đào Ngọc Dung giữ chức vụ Chủ tịch Hội đồng nhân dân tỉnh Yên Bái từ 2011-06-20 đến 2011-12-19. Đúng hay sai?",3,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""SUCCEEDED"", ""pol579243"", ""TERM_DURATION"", ""DURATION_từ 2011-06-20 đến 2011-12-19""]",Normal
493,"Phạm Thị Bích Thủy kế nhiệm Nguyễn Hữu Trí trong chức vụ Chánh án Tòa án nhân dân tỉnh Bình Phước, Nguyễn Hữu Trí có học vị Đại học chuyên ngành Hành chính. Đúng hay sai?",2,"[""pol14809091"", ""SUCCEEDED"", ""pol13580000"", ""HAS_ACADEMIC_TITLE"", ""aca3698696_002""]",Normal
494,"Quản Minh Cường là tiền nhiệm của Phạm Minh Chính trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, Phạm Minh Chính giữ chức vụ Ủy viên Bộ Chính trị, khóa XII, XIII từ 2016-01-27 đến nay. Đúng hay sai?",2,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""TERM_DURATION"", ""DURATION_từ 2016-01-27 đến nay""]",Normal
495,"Huỳnh Quốc Việt kế nhiệm Lê Thị Ái Nam trong chức vụ Phó Bí thư Thường trực Tỉnh ủy Bạc Liêu, Lê Thị Ái Nam giữ chức vụ Phó Bí thư Thường trực Tỉnh ủy Bạc Liêu từ 2015-07-01 đến 2023-06-30. Đúng hay sai?",2,"[""pol19661173"", ""SUCCEEDED"", ""pol3709579"", ""TERM_DURATION"", ""DURATION_từ 2015-07-01 đến 2023-06-30""]",Normal
496,"Đỗ Xuân Tuyên là tiền nhiệm của Vũ Hải Quân trong chức vụ Chủ tịch Hội đồng nhân dân tỉnh Hưng Yên, Vũ Hải Quân sinh năm 1974 tại Hưng Yên. Đúng hay sai?",2,"[""pol13466976"", ""PRECEDED"", ""pol19541839"", ""BORN_AT"", ""loc11441242_001""]",Normal
497,"Phạm Minh Chính là tiền nhiệm của Phan Quang trong chức vụ Trưởng ban Tổ chức Trung ương, Phan Quang giữ chức vụ Đại biểu Quốc hội Việt Nam khóa X, XI, XII, XIII, XIV, XV từ 1997-07-20 đến 2024-05-16. Đúng hay sai?",2,"[""pol436788"", ""PRECEDED"", ""pol1462976"", ""TERM_DURATION"", ""DURATION_từ 1997-07-20 đến 2024-05-16""]",Normal
