id,question,hop_count,reasoning_path,variant_type
142,"Quản Minh Cường là tiền nhiệm của Phạm Minh Chính trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, Phạm Minh Chính kế nhiệm Nguyễn Mạnh Dũng trong chức vụ Trưởng ban Tổ chức Trung ương, Nguyễn Mạnh Dũng giữ chức vụ Trưởng ban Tổ chức Trung ương Đảng Cộng sản Việt Nam từ 2011-02-08 đến 2016-02-04. Đúng hay sai?",3,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""SUCCEEDED"", ""pol3699820"", ""TERM_DURATION"", ""DURATION_từ 2011-02-08 đến 2016-02-04""]",Normal
143,"Nguyễn Thị Thúy Ngần là tiền nhiệm của Lê Khánh Hải trong chức vụ Chủ tịch Quốc hội, Lê Khánh Hải có học vị Thạc sĩ. Đúng hay sai?",2,"[""pol19785738"", ""PRECEDED"", ""pol19468981"", ""HAS_ACADEMIC_TITLE"", ""aca11441242_001""]",Normal
144,"Đỗ Mười là tiền nhiệm của Phạm Hùng trong chức vụ Chủ tịch Hội đồng Bộ trưởng, Phạm Hùng kế nhiệm Võ Văn Kiệt trong chức vụ Chủ tịch Hội đồng Bộ trưởng, Võ Văn Kiệt giữ chức vụ Bí thư Khu ủy Sài Gòn-Gia Định từ 1966 đến 1967-10. Đúng hay sai?",3,"[""pol30735"", ""PRECEDED"", ""pol16602"", ""SUCCEEDED"", ""pol46336"", ""TERM_DURATION"", ""DURATION_từ 1966 đến 1967-10""]",Normal
145,"Phạm Hùng kế nhiệm Võ Văn Kiệt trong chức vụ Chủ tịch Hội đồng Bộ trưởng, Võ Văn Kiệt mất năm 2008. Đúng hay sai?",2,"[""pol16602"", ""SUCCEEDED"", ""pol46336"", ""DIED_YEAR"", ""YEAR_2008""]",Normal
146,"Đỗ Mười là tiền nhiệm của Phạm Hùng trong chức vụ Chủ tịch Hội đồng Bộ trưởng, Phạm Hùng kế nhiệm Võ Anh Kiệt trong chức vụ Chủ tịch Hội đồng Bộ trưởng, Võ Anh Kiệt giữ chức vụ Thủ tướng Chính phủ nước Cộng hoà xã hội chủ nghĩa Việt Nam, Phó Chủ tịch Hội đồng quốc phòng và an ninh từ 1991-08-09 đến 1997-09-25. Đúng hay sai?",3,"[""pol30735"", ""PRECEDED"", ""pol16602"", ""SUCCEEDED"", ""pol3712011"", ""TERM_DURATION"", ""DURATION_từ 1991-08-09 đến 1997-09-25""]",Normal
147,"Trần Lưu Quang là tiền nhiệm của Nguyễn Thành Tâm trong chức vụ Chủ tịch Hội đồng nhân dân tỉnh Tây Ninh, Nguyễn Thành Tâm giữ chức vụ Phó Bí thư Tỉnh ủy Tây Ninh, (Thường trực từ 2/2020) từ 2017 đến 2020-08-24. Đúng hay sai?",2,"[""pol798260"", ""PRECEDED"", ""pol7497553"", ""TERM_DURATION"", ""DURATION_từ 2017 đến 2020-08-24""]",Normal
148,"Quản Minh Cường là tiền nhiệm của Phạm Minh Chính trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, Phạm Minh Chính là tiền nhiệm của Nguyễn Văn Đọc trong chức vụ Bí thư Tỉnh ủy Quảng Ninh, Nguyễn Văn Đọc giữ chức vụ Chủ tịch Ủy ban nhân dân tỉnh Quảng Ninh từ 2010-08-31 đến 2015-04-01. Đúng hay sai?",3,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""PRECEDED"", ""pol3282315"", ""TERM_DURATION"", ""DURATION_từ 2010-08-31 đến 2015-04-01""]",Normal
149,"Đinh Đức Thiện kế nhiệm Ngô Minh Châu trong chức vụ Bộ trưởng Bộ Giao thông vận tải, Ngô Minh Châu có cấp bậc Trung tướng. Đúng hay sai?",2,"[""pol10656"", ""SUCCEEDED"", ""pol3692760"", ""HAS_RANK"", ""mil13191158_001""]",Normal
150,"Trần Văn Hằng là tiền nhiệm của Y Vinh Tơr trong chức vụ Chủ nhiệm Ủy ban Đối ngoại Quốc hội, Y Vinh Tơr sinh năm 1976 tại An Giang. Đúng hay sai?",2,"[""pol214467"", ""PRECEDED"", ""pol19666206"", ""BORN_AT"", ""loc3280810_001""]",Normal
151,"Quản Minh Cường là tiền nhiệm của Phạm Minh Chính trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, Phạm Minh Chính có cấp bậc Trung tướng. Đúng hay sai?",2,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""HAS_RANK"", ""mil13191158_001""]",Normal
152,"Nghiêm Xuân Thành là tiền nhiệm của Nguyễn Khắc Định trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, Nguyễn Khắc Định là tiền nhiệm của Nguyễn Hải Ninh trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, Nguyễn Hải Ninh giữ chức vụ Phó Vụ trưởng, Thư ký Chánh Văn phòng Trung ương Đảng từ 2011 đến 2013. Đúng hay sai?",3,"[""pol19613297"", ""PRECEDED"", ""pol3581718"", ""PRECEDED"", ""pol13478165"", ""TERM_DURATION"", ""DURATION_từ 2011 đến 2013""]",Normal
153,"Phạm Minh Chính là tiền nhiệm của Triệu Thế Hùng trong chức vụ Trưởng ban Tổ chức Trung ương, Triệu Thế Hùng sinh năm 1958. Đúng hay sai?",2,"[""pol436788"", ""PRECEDED"", ""pol3701523"", ""BORN_YEAR"", ""YEAR_1958""]",Normal
154,"Phan Văn Giang là tiền nhiệm của Đỗ Bá Tỵ trong chức vụ Tổng Tham mưu trưởng Quân đội nhân dân Việt Nam, Đỗ Bá Tỵ kế nhiệm Bùi Đức Hinh trong chức vụ Phó Chủ tịch Quốc hội nước Cộng hòa Xã hội Chủ nghĩa Việt Nam, Bùi Đức Hinh sinh năm 1968 tại Đà Nẵng. Đúng hay sai?",3,"[""pol3169162"", ""PRECEDED"", ""pol55273"", ""SUCCEEDED"", ""pol19670152"", ""BORN_AT"", ""loc146031_001""]",Normal
155,"Phạm Hùng kế nhiệm Đỗ Mười trong chức vụ Chủ tịch Hội đồng Bộ trưởng, Đỗ Mười là tiền nhiệm của Nguyễn Văn Linh trong chức vụ Tổng Bí thư, Nguyễn Văn Linh giữ chức vụ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam từ 1991-06-27 đến 1997-12-29. Đúng hay sai?",3,"[""pol16602"", ""SUCCEEDED"", ""pol30735"", ""PRECEDED"", ""pol6298"", ""TERM_DURATION"", ""DURATION_từ 1991-06-27 đến 1997-12-29""]",Normal
156,"Nguyễn Thị Thúy Ngần là tiền nhiệm của Nguyễn Thị Kim Ngân trong chức vụ Chủ tịch Quốc hội, Nguyễn Thị Kim Ngân kế nhiệm Nguyễn Sinh Hùng trong chức vụ Chủ tịch Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam, Chủ tịch Hội đồng Bầu cử Quốc gia, Bí thư Đảng đoàn Quốc hội, Nguyễn Sinh Hùng là cựu sinh viên của Trường Trung học phổ thông Việt Đức. Đúng hay sai?",3,"[""pol19785738"", ""PRECEDED"", ""pol106956"", ""SUCCEEDED"", ""pol47134"", ""ALUMNUS_OF"", ""alm47134_001""]",Normal
157,"Lê Doãn Hợp là tiền nhiệm của Nguyễn Bắc Son trong chức vụ Bộ trưởng Bộ Thông tin và Truyền thông, Nguyễn Bắc Son phục vụ trong Quân chủng Hải quân. Đúng hay sai?",2,"[""pol61353"", ""PRECEDED"", ""pol808147"", ""SERVED_IN"", ""mil19610724_002""]",Normal
158,"Lương Đình Hồng là tiền nhiệm của Nguyễn Văn Lưu trong chức vụ Bí thư Đảng ủy, Chính ủy Học viện Quốc phòng, Nguyễn Văn Lưu có cấp bậc Trung tướng. Đúng hay sai?",2,"[""pol7503705"", ""PRECEDED"", ""pol13190832"", ""HAS_RANK"", ""mil13191158_001""]",Normal
159,"Nguyễn Thị Kim Ngân kế nhiệm Nguyễn Đắc Vinh trong chức vụ Chủ tịch Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam, Chủ tịch Hội đồng Bầu cử Quốc gia, Bí thư Đảng đoàn Quốc hội, Nguyễn Đắc Vinh có học vị Tiến sĩ. Đúng hay sai?",2,"[""pol106956"", ""SUCCEEDED"", ""pol660401"", ""HAS_ACADEMIC_TITLE"", ""aca436788_007""]",Normal
160,"Phùng Thanh Kiểm là tiền nhiệm của Lương Đình Hồng trong chức vụ Chủ tịch Hội đồng nhân dân tỉnh Lạng Sơn, Lương Đình Hồng sinh năm 1968. Đúng hay sai?",2,"[""pol1465001"", ""PRECEDED"", ""pol7503705"", ""BORN_YEAR"", ""YEAR_1968""]",Normal
161,"Phạm Đình Nghị kế nhiệm Đoàn Hồng Phong trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Nam Định, Đoàn Hồng Phong giữ chức vụ Bí thư Tỉnh ủy Nam Định từ 2015-09-24 đến 2021-05-06. Đúng hay sai?",2,"[""pol3710418"", ""SUCCEEDED"", ""pol3229399"", ""TERM_DURATION"", ""DURATION_từ 2015-09-24 đến 2021-05-06""]",Normal
162,"Nghiêm Xuân Thành là tiền nhiệm của Nguyễn Khắc Định trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, Nguyễn Khắc Định kế nhiệm Lê Thanh Quang trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, Lê Thanh Quang mất năm 2022. Đúng hay sai?",3,"[""pol19613297"", ""PRECEDED"", ""pol3581718"", ""SUCCEEDED"", ""pol3708911"", ""DIED_YEAR"", ""YEAR_2022""]",Normal
163,"Nguyễn Khắc Thận kế nhiệm Phan Chí Thanh trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Hưng Yên, Phan Chí Thanh là cựu sinh viên của Trường Đại học Kinh tế Quốc dân. Đúng hay sai?",2,"[""pol19608952"", ""SUCCEEDED"", ""pol13463635"", ""ALUMNUS_OF"", ""alm459014_001""]",Normal
164,"Nguyễn Vĩnh Nghiệp là tiền nhiệm của Trương Tấn Sang trong chức vụ Chủ tịch Ủy ban nhân dân Thành phố Hồ Chí Minh, Trương Tấn Sang giữ chức vụ Chủ tịch Hội đồng Quốc phòng và An ninh, Tổng tư lệnh các lực lượng vũ trang nhân dân Việt Nam từ 2011-07-25 đến 2016-04-02. Đúng hay sai?",2,"[""pol138738"", ""PRECEDED"", ""pol106424"", ""TERM_DURATION"", ""DURATION_từ 2011-07-25 đến 2016-04-02""]",Normal
165,"Đào Hồng Lan là tiền nhiệm của Nguyễn Thiện Nhân trong chức vụ Bộ trưởng Bộ Y tế, Nguyễn Thiện Nhân kế nhiệm Nguyễn Quốc Triệu trong chức vụ Bộ trưởng Bộ Y tế, Nguyễn Quốc Triệu sinh năm 1951. Đúng hay sai?",3,"[""pol7503946"", ""PRECEDED"", ""pol65893"", ""SUCCEEDED"", ""pol107351"", ""BORN_YEAR"", ""YEAR_1951""]",Normal
166,"Đào Đức Toàn là tiền nhiệm của Vũ Hữu Tài trong chức vụ Trợ lý Tổng Bí thư, Phụ trách Văn phòng Tổng Bí thư, Vũ Hữu Tài giữ chức vụ Trợ lý Tổng Bí thư, Phụ trách Văn phòng Tổng Bí thư từ 2024-09-04 đến nay. Đúng hay sai?",2,"[""pol3699014"", ""PRECEDED"", ""pol19415886"", ""TERM_DURATION"", ""DURATION_từ 2024-09-04 đến nay""]",Normal
167,"Nguyễn Duy Ngọc là tiền nhiệm của Lê Quốc Hùng trong chức vụ Thứ trưởng Bộ Công an, Lê Quốc Hùng là cựu sinh viên của Học viện Cảnh sát nhân dân. Đúng hay sai?",2,"[""pol11441242"", ""PRECEDED"", ""pol15256601"", ""ALUMNUS_OF"", ""alm15256601_002""]",Normal
168,"Nguyễn Thị Thúy Ngần là tiền nhiệm của Nguyễn Thị Kim Ngân trong chức vụ Chủ tịch Quốc hội, Nguyễn Thị Kim Ngân kế nhiệm Nguyễn Sinh Hùng trong chức vụ Chủ tịch Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam, Chủ tịch Hội đồng Bầu cử Quốc gia, Bí thư Đảng đoàn Quốc hội, Nguyễn Sinh Hùng là cựu sinh viên của Học viện Tài chính. Đúng hay sai?",3,"[""pol19785738"", ""PRECEDED"", ""pol106956"", ""SUCCEEDED"", ""pol47134"", ""ALUMNUS_OF"", ""alm47134_002""]",Normal
169,"Nguyễn Văn An kế nhiệm Nông Đức Mạnh trong chức vụ Chủ tịch Quốc hội nuớc, Cộng hòa Xã hội chủ nghĩa Việt Nam, Nông Đức Mạnh kế nhiệm Phạm Ngọc Mậu trong chức vụ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, Bí thư Quân ủy Trung ương, Phạm Ngọc Mậu giữ chức vụ Chủ nhiệm Tổng cục Chính trị, Quân đội nhân dân Việt Nam từ 1991-09 đến 1997-12. Đúng hay sai?",3,"[""pol22501"", ""SUCCEEDED"", ""pol6293"", ""SUCCEEDED"", ""pol831321"", ""TERM_DURATION"", ""DURATION_từ 1991-09 đến 1997-12""]",Normal
170,"Hoàng Đức Nghi kế nhiệm Trần Sâm trong chức vụ Bộ trưởng Bộ Vật tư, Trần Sâm giữ chức vụ Chủ nhiệm Tổng cục Xây dựng Kinh tế từ 1982 đến 1987. Đúng hay sai?",2,"[""pol3670384"", ""SUCCEEDED"", ""pol60031"", ""TERM_DURATION"", ""DURATION_từ 1982 đến 1987""]",Normal
171,"Trần Quốc Vượng kế nhiệm Đinh Thế Huynh trong chức vụ Bí thư Trung ương Đảng khóa XI, XII, Đinh Thế Huynh sinh năm 1953 tại Nam Định. Đúng hay sai?",2,"[""pol3354765"", ""SUCCEEDED"", ""pol591013"", ""BORN_AT"", ""loc3169162_001""]",Normal
172,"Trần Bình Minh kế nhiệm Vũ Văn Hiến trong chức vụ Phó Tổng Giám đốc Đài Truyền hình Việt Nam, Vũ Văn Hiến sinh năm 1947. Đúng hay sai?",2,"[""pol808519"", ""SUCCEEDED"", ""pol3376062"", ""BORN_YEAR"", ""YEAR_1947""]",Normal
173,"Nguyễn Duy Ngọc kế nhiệm Trần Cẩm Tú trong chức vụ Chủ nhiệm Ủy ban Kiểm tra Trung ương Đảng Cộng sản Việt Nam, Trần Cẩm Tú là tiền nhiệm của Bùi Thị Minh Hoài trong chức vụ Phó Chủ nhiệm Ủy ban Kiểm tra Trung ương, Bùi Thị Minh Hoài giữ chức vụ Phó Chủ nhiệm Ủy ban Kiểm tra Trung ương, (Thường trực từ 2018) từ 2011-01-19 đến 2021-02-02. Đúng hay sai?",3,"[""pol11441242"", ""SUCCEEDED"", ""pol622249"", ""PRECEDED"", ""pol3719093"", ""TERM_DURATION"", ""DURATION_từ 2011-01-19 đến 2021-02-02""]",Normal
174,"Nguyễn Thanh Nghị kế nhiệm Trần Lưu Quang trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, Trần Lưu Quang kế nhiệm Võ Văn Phuông trong chức vụ Bí thư Tỉnh ủy Tây Ninh, Võ Văn Phuông giữ chức vụ Bí thư Tỉnh ủy Tây Ninh từ 2011-07-30 đến 2015-07-06. Đúng hay sai?",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""SUCCEEDED"", ""pol806048"", ""TERM_DURATION"", ""DURATION_từ 2011-07-30 đến 2015-07-06""]",Normal
175,"Nguyễn Trọng Nghĩa kế nhiệm Võ Văn Thưởng trong chức vụ Trưởng Ban Tuyên giáo Trung ương, Võ Văn Thưởng là tiền nhiệm của Nguyễn Đắc Vinh trong chức vụ Bí thư thứ nhất Trung ương Đoàn Thanh niên Cộng sản Hồ Chí Minh, Nguyễn Đắc Vinh giữ chức vụ Phó Chánh Văn phòng Thường trực Văn phòng Trung ương Đảng, Bí thư Đảng ủy Văn phòng Trung ương Đảng từ 2019-12-23 đến 2021-04-07. Đúng hay sai?",3,"[""pol3156606"", ""SUCCEEDED"", ""pol248258"", ""PRECEDED"", ""pol660401"", ""TERM_DURATION"", ""DURATION_từ 2019-12-23 đến 2021-04-07""]",Normal
176,"Đặng Văn Hiếu kế nhiệm Nguyễn Khánh Toàn trong chức vụ Thứ trưởng Thường trực Bộ Công an Việt Nam, Nguyễn Khánh Toàn phục vụ trong Bộ Quốc phòng. Đúng hay sai?",2,"[""pol579647"", ""SUCCEEDED"", ""pol558938"", ""SERVED_IN"", ""mil19856753_001""]",Normal
177,"Phan Văn Giang là tiền nhiệm của Đỗ Bá Tỵ trong chức vụ Tổng Tham mưu trưởng Quân đội nhân dân Việt Nam, Đỗ Bá Tỵ kế nhiệm Lê Mạnh Hà trong chức vụ Phó Chủ tịch Quốc hội nước Cộng hòa Xã hội Chủ nghĩa Việt Nam, Lê Mạnh Hà giữ chức vụ Phó Chủ tịch Quốc hội nước Cộng hòa Xã hội Chủ nghĩa Việt Nam từ 2007-07-23 đến 2016-04-02. Đúng hay sai?",3,"[""pol3169162"", ""PRECEDED"", ""pol55273"", ""SUCCEEDED"", ""pol2414009"", ""TERM_DURATION"", ""DURATION_từ 2007-07-23 đến 2016-04-02""]",Normal
178,"Nguyễn Thị Thúy Ngần là tiền nhiệm của Nguyễn Thị Kim Ngân trong chức vụ Chủ tịch Quốc hội, Nguyễn Thị Kim Ngân kế nhiệm Nguyễn Sinh Hùng trong chức vụ Chủ tịch Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam, Chủ tịch Hội đồng Bầu cử Quốc gia, Bí thư Đảng đoàn Quốc hội, Nguyễn Sinh Hùng giữ chức vụ Chủ tịch Quốc hội nước Cộng hòa xã hội chủ nghĩa Việt Nam, Chủ tịch Hội đồng Bầu cử Quốc gia, Bí thư Đảng đoàn Quốc hội từ 2011-07-23 đến 2016-03-31. Đúng hay sai?",3,"[""pol19785738"", ""PRECEDED"", ""pol106956"", ""SUCCEEDED"", ""pol47134"", ""TERM_DURATION"", ""DURATION_từ 2011-07-23 đến 2016-03-31""]",Normal
179,"Đỗ Mười là tiền nhiệm của Phạm Hùng trong chức vụ Chủ tịch Hội đồng Bộ trưởng, Phạm Hùng kế nhiệm Võ Văn Kiệt trong chức vụ Chủ tịch Hội đồng Bộ trưởng, Võ Văn Kiệt giữ chức vụ Bí thư Tỉnh ủy Bạc Liêu từ 1954-08 đến 1954-10. Đúng hay sai?",3,"[""pol30735"", ""PRECEDED"", ""pol16602"", ""SUCCEEDED"", ""pol46336"", ""TERM_DURATION"", ""DURATION_từ 1954-08 đến 1954-10""]",Normal
180,"Quản Minh Cường là tiền nhiệm của Phạm Minh Chính trong chức vụ Phó Trưởng Ban Tổ chức Trung ương, Phạm Minh Chính là tiền nhiệm của Trần Hồng Châu trong chức vụ Trưởng ban Tổ chức Trung ương, Trần Hồng Châu có học vị Cao cấp lý luận chính trị. Đúng hay sai?",3,"[""pol19777570"", ""PRECEDED"", ""pol436788"", ""PRECEDED"", ""pol19522613"", ""HAS_ACADEMIC_TITLE"", ""aca19547607_002""]",Normal
181,"Trần Lưu Quang là tiền nhiệm của Nguyễn Ngọc Thiện trong chức vụ Chủ tịch Hội đồng nhân dân tỉnh Tây Ninh, Nguyễn Ngọc Thiện giữ chức vụ Bí thư Tỉnh ủy Tây Ninh từ 2020-08-24 đến 2025-02-27. Đúng hay sai?",2,"[""pol798260"", ""PRECEDED"", ""pol3338245"", ""TERM_DURATION"", ""DURATION_từ 2020-08-24 đến 2025-02-27""]",Normal
182,"Lâm Minh Thành kế nhiệm Mai Văn Huỳnh trong chức vụ Bí thư Huyện ủy Phú Quốc, Mai Văn Huỳnh có học vị Kỹ sư cơ khí. Đúng hay sai?",2,"[""pol19525561"", ""SUCCEEDED"", ""pol19525429"", ""HAS_ACADEMIC_TITLE"", ""aca3693720_001""]",Normal
183,"Đặng Vũ Minh kế nhiệm Nguyễn Văn Hiệu trong chức vụ Chủ tịch Viện Khoa học và Công nghệ Việt Nam, Nguyễn Văn Hiệu có học vị Phó Giáo sư-Tiến sĩ Luật. Đúng hay sai?",2,"[""pol237619"", ""SUCCEEDED"", ""pol55279"", ""HAS_ACADEMIC_TITLE"", ""aca13571178_001""]",Normal
184,"Lê Đức Vinh kế nhiệm Nguyễn Lâm Thành trong chức vụ Phó Bí thư Tỉnh ủy Khánh Hòa(Đã bị cách chức), Nguyễn Lâm Thành sinh năm 1964 tại Khánh Hòa. Đúng hay sai?",2,"[""pol3712200"", ""SUCCEEDED"", ""pol1463452"", ""BORN_AT"", ""loc3708911_001""]",Normal
185,"Cao Đức Phát kế nhiệm Nguyễn Thái Bình trong chức vụ Bộ trưởng Bộ Nông nghiệp và Phát triển Nông thôn, Nguyễn Thái Bình giữ chức vụ Bộ trưởng Bộ Nông nghiệp và Phát triển Nông thôn từ 26 tháng 9 năm 1997 đến 1 tháng 6 năm 2004 (từ chức). Đúng hay sai?",2,"[""pol108361"", ""SUCCEEDED"", ""pol808615"", ""TERM_DURATION"", ""DURATION_từ 26 tháng 9 năm 1997 đến 1 tháng 6 năm 2004 (từ chức)""]",Normal
186,"Trần Công Thuật là tiền nhiệm của Trần Thắng trong chức vụ Chủ tịch Ủy ban nhân dân tỉnh Quảng Bình, Trần Thắng có học vị Đại học Sư phạm. Đúng hay sai?",2,"[""pol1464867"", ""PRECEDED"", ""pol19604239"", ""HAS_ACADEMIC_TITLE"", ""aca1464702_001""]",Normal
187,"Võ Thị Ánh Xuân kế nhiệm Đặng Thị Ngọc Thịnh trong chức vụ Phó Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, Đặng Thị Ngọc Thịnh có học vị Thạc sĩ Xây dựng Đảng. Đúng hay sai?",2,"[""pol3280810"", ""SUCCEEDED"", ""pol1463457"", ""HAS_ACADEMIC_TITLE"", ""aca3198330_001""]",Normal
188,"Nghiêm Xuân Thành là tiền nhiệm của Nguyễn Khắc Định trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, Nguyễn Khắc Định là tiền nhiệm của Nguyễn Hải Ninh trong chức vụ Bí thư Tỉnh ủy Khánh Hòa, Nguyễn Hải Ninh giữ chức vụ Vụ trưởng, Thư ký Chánh Văn phòng Trung ương Đảng từ 2013 đến 2014. Đúng hay sai?",3,"[""pol19613297"", ""PRECEDED"", ""pol3581718"", ""PRECEDED"", ""pol13478165"", ""TERM_DURATION"", ""DURATION_từ 2013 đến 2014""]",Normal
189,"Lương Cường là tiền nhiệm của Lê Đức Anh trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Lê Đức Anh tham gia chiến dịch Chiến dịch Hòa Bình. Đúng hay sai?",2,"[""pol3161938"", ""PRECEDED"", ""pol41586"", ""FOUGHT_IN"", ""cam867_006""]",Normal
190,"Trần Đức Tuấn kế nhiệm Đỗ Văn Hoành trong chức vụ Chánh Thanh tra Bộ Công an Việt Nam, Đỗ Văn Hoành phục vụ trong Công an nhân dân Việt Nam. Đúng hay sai?",2,"[""pol15793581"", ""SUCCEEDED"", ""pol19823645"", ""SERVED_IN"", ""mil436788_001""]",Normal
191,"Trần Lưu Quang là tiền nhiệm của Phạm Viết Thanh trong chức vụ Bí thư Tỉnh ủy Tây Ninh, Phạm Viết Thanh kế nhiệm Nguyễn Hồng Lĩnh trong chức vụ Chủ tịch Hội đồng Nhân dân tỉnh Bà Rịa-Vũng Tàu, Nguyễn Hồng Lĩnh được trao tặng Huân chương cờ đỏ. Đúng hay sai?",3,"[""pol798260"", ""PRECEDED"", ""pol3702677"", ""SUCCEEDED"", ""pol1464760"", ""AWARDED"", ""awa8349_004""]",Normal
192,"Hoàng Đức Nghi kế nhiệm Trần Sâm trong chức vụ Bộ trưởng Bộ Vật tư, Trần Sâm mất năm 2009. Đúng hay sai?",2,"[""pol3670384"", ""SUCCEEDED"", ""pol60031"", ""DIED_YEAR"", ""YEAR_2009""]",Normal
193,"Phạm Hùng kế nhiệm Đỗ Mười trong chức vụ Chủ tịch Hội đồng Bộ trưởng, Đỗ Mười là tiền nhiệm của Nguyễn Thanh Sơn trong chức vụ Tổng Bí thư, Nguyễn Thanh Sơn qua đời tại Hồ Chí Minh. Đúng hay sai?",3,"[""pol16602"", ""SUCCEEDED"", ""pol30735"", ""PRECEDED"", ""pol781022"", ""DIED_AT"", ""loc1749503_001""]",Normal
194,"Lương Cường là tiền nhiệm của Lê Đức Anh trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Lê Đức Anh sinh năm 1920 tại Bình Phước. Đúng hay sai?",2,"[""pol3161938"", ""PRECEDED"", ""pol41586"", ""BORN_AT"", ""loc3280813_001""]",Normal
195,"Nguyễn Thanh Nghị kế nhiệm Trần Lưu Quang trong chức vụ Trưởng Ban Chính sách, Chiến lược Trung ương, Trần Lưu Quang là tiền nhiệm của Phan Văn Mãi trong chức vụ Phó Bí thư Thường trực Thành ủy Thành phố Hồ Chí Minh, Phan Văn Mãi giữ chức vụ Đại biểu Quốc hội khóa XV từ 2021-07-01 đến nay. Đúng hay sai?",3,"[""pol592361"", ""SUCCEEDED"", ""pol798260"", ""PRECEDED"", ""pol3340042"", ""TERM_DURATION"", ""DURATION_từ 2021-07-01 đến nay""]",Normal
196,"Đinh Đức Thiện kế nhiệm Lê Đức Anh trong chức vụ Bộ trưởng Bộ Cơ khí và Luyện kim, Lê Đức Anh kế nhiệm Nguyễn Công Tạn trong chức vụ Phó Thủ tướng Chính phủ, Nguyễn Công Tạn giữ chức vụ Bộ trưởng Bộ Nông nghiệp và Công nghiệp Thực phẩm từ 1987-02-16 đến 1995-10-21. Đúng hay sai?",3,"[""pol10656"", ""SUCCEEDED"", ""pol41586"", ""SUCCEEDED"", ""pol1463004"", ""TERM_DURATION"", ""DURATION_từ 1987-02-16 đến 1995-10-21""]",Normal
197,"Phạm Hùng kế nhiệm Đỗ Mười trong chức vụ Chủ tịch Hội đồng Bộ trưởng, Đỗ Mười là tiền nhiệm của Nguyễn Văn Linh trong chức vụ Tổng Bí thư, Nguyễn Văn Linh giữ chức vụ Chủ tịch Tổng Liên đoàn Lao động Việt Nam từ 1978-05-11 đến 1983-11-18. Đúng hay sai?",3,"[""pol16602"", ""SUCCEEDED"", ""pol30735"", ""PRECEDED"", ""pol6298"", ""TERM_DURATION"", ""DURATION_từ 1978-05-11 đến 1983-11-18""]",Normal
198,"Phan Thị Thanh Tâm là tiền nhiệm của Phạm Quốc Khánh trong chức vụ Chủ tịch nước Cộng hòa xã hội chủ nghĩa Việt Nam, Phạm Quốc Khánh kế nhiệm Nguyễn Xuân Phúc trong chức vụ Chủ tịch nước, Cộng hòa xã hội chủ nghĩa Việt Nam, Nguyễn Xuân Phúc giữ chức vụ Thủ tướng Chính phủ nước Cộng hoà xã hội chủ nghĩa Việt Nam, Phó Chủ tịch Hội đồng quốc phòng và an ninh từ 2016-04-07 đến 2021-04-05. Đúng hay sai?",3,"[""pol19795666"", ""PRECEDED"", ""pol13927551"", ""SUCCEEDED"", ""pol459014"", ""TERM_DURATION"", ""DURATION_từ 2016-04-07 đến 2021-04-05""]",Normal
199,"Nguyễn Văn An kế nhiệm Nông Đức Mạnh trong chức vụ Chủ tịch Quốc hội nuớc, Cộng hòa Xã hội chủ nghĩa Việt Nam, Nông Đức Mạnh kế nhiệm Lê Khả Phiêu trong chức vụ Tổng Bí thư Ban Chấp hành Trung ương Đảng Cộng sản Việt Nam, Bí thư Quân ủy Trung ương, Lê Khả Phiêu tham gia chiến dịch Kháng chiến chống Mỹ. Đúng hay sai?",3,"[""pol22501"", ""SUCCEEDED"", ""pol6293"", ""SUCCEEDED"", ""pol24330"", ""FOUGHT_IN"", ""cam24330_001""]",Normal
200,"Nguyễn Danh Cộng kế nhiệm Vũ Thanh Hoa trong chức vụ Chánh Văn phòng Bộ Công an Việt Nam, Vũ Thanh Hoa phục vụ trong Công an nhân dân Việt Nam. Đúng hay sai?",2,"[""pol12871956"", ""SUCCEEDED"", ""pol11629363"", ""SERVED_IN"", ""mil436788_001""]",Normal
